Epoch,Num trials,Number correct,Time
0,1077,106,39.362051640986465
1,1077,182,39.23069986200426
2,1077,255,39.64985186595004
3,1077,291,39.68821168097202
4,1077,376,39.65559690690134
5,1077,446,39.58955094101839
6,1077,472,39.93900165404193
7,1077,502,39.596608823980205
8,1077,527,39.87990780198015
9,1077,566,39.71979904093314
10,1077,574,39.52316874102689
11,1077,580,39.79326410207432
12,1077,587,39.75547593005467
13,1077,595,40.22159922402352
14,1077,612,39.852290763985366
15,1077,625,39.75814242498018
16,1077,627,39.697915754979476
17,1077,633,39.77484447695315
18,1077,641,39.71276831906289
19,1077,647,39.94160607107915
20,1077,660,40.00216457992792
21,1077,673,39.846037548966706
22,1077,670,39.89615954097826
23,1077,682,39.688915784005076
24,1077,682,39.693250423064455
25,1077,688,39.952929067076184
26,1077,691,39.78549366595689
27,1077,692,39.971469021984376
28,1077,693,40.311400839011185
29,1077,704,39.72227227711119
30,1077,698,39.98880995204672
31,1077,700,39.97803437395487
32,1077,707,39.94557754998095
33,1077,707,39.71571655292064
34,1077,723,39.77003899193369
35,1077,718,39.68984261993319
36,1077,716,39.8761221410241
37,1077,722,39.87851691094693
38,1077,740,39.697959108045325
39,1077,725,39.57628522696905
40,1077,723,39.63116504997015
41,1077,734,39.633137828088365
42,1077,734,40.11666354397312
43,1077,737,39.64456031098962
44,1077,751,40.34840603393968
45,1077,747,39.59003980702255
46,1077,749,39.77967047900893
47,1077,756,39.813913234043866
48,1077,761,39.98273840290494
49,1077,759,39.956647423096
50,1077,756,40.032894512987696
51,1077,766,40.7641575000016
52,1077,754,39.78440514707472
53,1077,769,39.82219418301247
54,1077,770,40.20760090008844
55,1077,762,39.75894405809231
56,1077,765,39.88650788599625
57,1077,779,39.794970232993364
58,1077,769,39.85540749807842
59,1077,774,39.803357245982625
60,1077,773,39.73220652004238
61,1077,789,39.897606907063164
62,1077,779,39.79187280999031
63,1077,784,39.68274873599876
64,1077,790,39.69651568401605
65,1077,790,39.84365737205371
66,1077,796,39.900677582016215
67,1077,792,39.952643660013564
68,1077,794,39.65687635098584
69,1077,800,39.76671420398634
70,1077,795,39.983943807077594
71,1077,796,39.8469013980357
72,1077,802,40.47348887799308
73,1077,808,39.75434598792344
74,1077,805,39.76194268697873
75,1077,795,39.86878896097187
76,1077,801,39.76801947504282
77,1077,805,39.89031649508979
78,1077,800,39.857858933042735
79,1077,805,39.93380299699493
80,1077,814,39.87651763705071
81,1077,811,39.79663434601389
82,1077,807,39.844404632924125
83,1077,823,40.214844973990694
84,1077,820,39.82799508597236
85,1077,817,39.828615263919346
86,1077,819,40.06908857403323
87,1077,823,39.82972909905948
88,1077,826,39.87198983493727
89,1077,820,40.02191988704726
90,1077,831,39.946987792965956
91,1077,831,40.05578599695582
92,1077,829,39.84496461704839
93,1077,834,39.84127835195977
94,1077,819,39.953437619959004
95,1077,833,39.9402637379244
96,1077,830,39.971770786098205
97,1077,832,39.85951121500693
98,1077,839,39.93571638094727
99,1077,837,39.84603750100359
